artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
C AllStar,CANTOPOPSIBILITY,薄情歌,48,229555,False,0.64,0.583,6,-7.404,1,0.0288,0.305,0.0,0.211,0.499,127.998,4,cantopop
my little airport,I ALSO DON'T KNOW (Live),美麗新香港 - Live,34,144618,False,0.319,0.745,4,-8.811,0,0.0584,0.00358,2.29e-05,0.228,0.296,156.43,4,cantopop
Dicky Cheung,"大無畏 (劇集 ""大帥哥"" 主題曲)","大無畏 - 劇集 ""大帥哥"" 主題曲",24,195505,False,0.644,0.903,9,-7.516,0,0.154,0.505,0.0,0.0291,0.8,178.103,4,cantopop
Eason Chan,EasON AIR,慢慢喜歡你 - Live at EasON AIR,45,259502,False,0.568,0.321,10,-12.932,1,0.0365,0.846,2.41e-06,0.0851,0.302,130.151,4,cantopop
Eason Chan,The Line-Up,人來人往,48,234769,False,0.542,0.26,7,-12.104,1,0.0347,0.759,3.98e-05,0.27,0.27,74.842,4,cantopop
Ekin Cheng,The Best Show,愛難留,24,220000,False,0.458,0.508,2,-10.448,1,0.0398,0.0564,5.56e-06,0.207,0.173,142.215,4,cantopop
Jason Chan,五年新曲加精選,車匙,26,204040,False,0.505,0.691,11,-6.055,1,0.028,0.347,0.0,0.166,0.322,136.053,4,cantopop
Ekin Cheng,Friends For Life,感激我遇見 - 劇場版,24,270213,False,0.546,0.522,7,-7.338,1,0.031,0.662,0.0,0.193,0.458,73.068,4,cantopop
Jinny Ng,"光陰飛逝時 (劇集 ""異搜店"" 主題曲)","光陰飛逝時 - 劇集 ""異搜店"" 主題曲",25,204450,False,0.615,0.405,3,-9.116,0,0.0324,0.789,0.0,0.086,0.223,132.021,4,cantopop
Wilfred Lau,LOVE 06' 情歌集,二等天使,25,225986,False,0.566,0.5,2,-6.459,1,0.028,0.762,0.0,0.146,0.495,144.884,4,cantopop
Terence Lam,MAJOR IN MINOR,下一位前度 in Ab major,55,275321,False,0.591,0.392,8,-9.737,1,0.0283,0.637,0.0,0.143,0.354,117.85,4,cantopop
Keeva Mak,Best Cantopop Tunes,殺死我的溫柔,0,275640,False,0.647,0.649,0,-7.066,0,0.0359,0.629,0.0,0.072,0.498,95.005,4,cantopop
Shawn Yue,Best Cantopop Tunes,"司機 - 電影""下一站天后""歌曲",0,223640,False,0.562,0.546,0,-6.459,1,0.0294,0.322,0.0,0.114,0.234,139.018,4,cantopop
Terence Lam,MEMENTO,邊一個發明了ENCORE,56,286401,False,0.417,0.455,0,-10.075,1,0.0286,0.789,7.96e-05,0.189,0.51,142.128,4,cantopop
Khalil Fong,未來,Love Song,48,269293,False,0.627,0.408,5,-9.87,1,0.052,0.626,0.0,0.315,0.337,114.744,4,cantopop
Andy Lau,如果有一天,十七歲,44,240106,False,0.637,0.41,5,-7.286,1,0.0296,0.631,0.0,0.111,0.383,80.014,4,cantopop
陳健安,在錯誤的宇宙尋找愛,在錯誤的宇宙尋找愛,49,277766,False,0.509,0.501,6,-8.547,1,0.0382,0.615,5.92e-06,0.0991,0.248,139.825,4,cantopop
Eason Chan,認了吧,紅玫瑰(國),46,239973,False,0.425,0.583,9,-6.971,0,0.04,0.744,0.000689,0.116,0.345,128.05,4,cantopop
Eason Chan,Life Continues,落花流水,43,237533,False,0.582,0.548,1,-7.632,1,0.0401,0.424,0.0,0.129,0.274,148.001,4,cantopop
George Lam,真情精選,分分鐘需要你,41,182493,False,0.532,0.413,4,-13.833,1,0.0418,0.744,0.0166,0.229,0.798,111.946,4,cantopop
Eason Chan;eason and the duo band,L.O.V.E.,我們萬歲,44,236640,False,0.562,0.494,1,-7.29,0,0.0289,0.318,0.0,0.0961,0.556,76.058,4,cantopop
Faye Wong,王菲97,你快樂所以我快樂,44,258426,False,0.676,0.307,8,-12.919,0,0.0279,0.51,0.00284,0.123,0.163,110.857,4,cantopop
Sandy Lam,呼吸 林憶蓮,詞不達意,41,266466,False,0.495,0.432,3,-7.914,1,0.0307,0.144,1.4e-06,0.0977,0.182,126.276,4,cantopop
Miriam Yeung,電光幻影,小城大事,48,208506,False,0.582,0.345,2,-8.372,0,0.0334,0.879,0.0,0.215,0.326,120.067,4,cantopop
Karen Mok,呼吸有害,呼吸有害,50,192196,False,0.604,0.622,2,-6.568,1,0.0465,0.498,0.0,0.128,0.195,77.981,4,cantopop
my little airport,寂寞的星期五,爺就是一名辭職撚,32,165200,False,0.5,0.366,7,-11.416,1,0.0321,0.814,0.00357,0.122,0.351,95.063,4,cantopop
Jacky Cheung;高慧君,不後悔,你最珍貴,54,286840,False,0.52,0.285,10,-10.754,1,0.027,0.686,0.0,0.0931,0.0798,93.922,4,cantopop
Prudence Liew,經典系列 劉美君 - 公子多情,公子多情,23,202386,False,0.52,0.35,7,-11.57,0,0.0254,0.822,4.3e-05,0.111,0.478,81.012,4,cantopop
Eason Chan,H3M,沙龍,47,275973,False,0.534,0.58,4,-5.311,1,0.0265,0.658,0.0,0.136,0.347,142.081,4,cantopop
陳卓賢 Ian,留一天與你喘息,留一天與你喘息,67,258924,False,0.411,0.482,9,-8.081,1,0.0475,0.574,0.0,0.227,0.261,172.079,4,cantopop
Hins Cheung,張敬軒 是時候...,只是太愛你,55,254266,False,0.559,0.342,10,-10.726,1,0.0397,0.581,0.0,0.111,0.334,130.004,4,cantopop
Joey Yung,Give Love a Break,煙霞,44,238026,False,0.576,0.646,4,-6.75,1,0.0554,0.137,0.0,0.123,0.451,142.955,4,cantopop
MC 張天賦,時候不早,時候不早,59,220938,False,0.737,0.483,9,-6.416,1,0.0311,0.318,0.0,0.293,0.514,83.966,4,cantopop
my little airport,你說之後會找我,一六八,31,155649,False,0.536,0.423,10,-13.35,1,0.036,0.656,7.9e-06,0.135,0.705,81.901,4,cantopop
Kenny Bee,復黑王鍾鎮濤 聽濤,讓一切隨風,48,244053,False,0.631,0.421,7,-10.315,0,0.0293,0.783,8.99e-05,0.095,0.188,130.199,4,cantopop
Sammi Cheng,我們都是這樣長大的,我們都是這樣長大的,48,283184,False,0.427,0.409,5,-10.06,1,0.0306,0.716,0.0,0.0958,0.37,159.826,4,cantopop
Daniel Chan;林京燁,不懂愛你,不懂愛你,24,355000,False,0.495,0.51,8,-7.357,1,0.0349,0.519,0.0,0.19,0.413,136.072,4,cantopop
my little airport,TASTE OF TEARS (Live),宅女上街吧 - Live,30,138133,False,0.377,0.553,0,-10.567,1,0.0405,0.0073,1.26e-05,0.11,0.351,133.5,4,cantopop
Johnny Ip,葉振棠最愛電視劇主題曲巡禮,人在旅途灑淚時,25,179706,False,0.448,0.294,2,-15.899,0,0.0295,0.482,0.0,0.123,0.268,170.081,4,cantopop
Juno Mak,Nothing Lasts Forever,耿耿於懷,49,220933,False,0.588,0.741,0,-5.48,1,0.038,0.452,0.000106,0.145,0.148,131.68,4,cantopop
my little airport,I ALSO DON'T KNOW (Live),K同學 - Live,30,176911,False,0.563,0.408,8,-11.98,0,0.0419,0.716,1.61e-06,0.21,0.645,79.31,4,cantopop
MC 張天賦;Kaho Hung,Frenemy,Frenemy,58,235256,False,0.59,0.513,11,-7.962,1,0.0283,0.578,0.0,0.093,0.52,129.909,4,cantopop
李炳文,關不掉的聲音,昨夜的渡輪上,25,220840,False,0.554,0.345,6,-10.199,0,0.0268,0.749,0.0,0.11,0.168,107.625,4,cantopop
Jinny Ng,越難越愛 Love Collection 精選,"越難越愛 - (劇集 ""使徒行者"" 片尾曲)",53,237840,False,0.701,0.481,2,-8.113,0,0.0337,0.742,0.0,0.174,0.333,133.963,4,cantopop
Janice Vidal,Imagine,街燈晚餐,45,312906,False,0.494,0.614,1,-4.851,1,0.0288,0.722,0.0,0.097,0.322,148.646,4,cantopop
Janice Vidal,My Love,大哥,53,235800,False,0.595,0.435,9,-6.837,1,0.0382,0.55,0.0,0.102,0.402,135.719,4,cantopop
Deanie Ip;Elisa Chan;散芬芳合唱團,林振強依然愛不完,千個太陽,25,237853,False,0.511,0.676,3,-7.468,1,0.028,0.0993,0.0,0.0893,0.601,77.74,4,cantopop
Leon Lai,DNA出錯 (演唱會現場版),DNA出錯 - 演唱會現場版,23,221250,False,0.69,0.925,9,-3.94,1,0.0333,0.0036,0.0,0.379,0.874,135.984,4,cantopop
Johnny Ip,葉振棠‧百份百經典電視劇集金曲精選,勝利雙手創 - 電視劇:我來自潮洲 主題曲,25,215840,False,0.616,0.484,10,-11.95,1,0.0288,0.518,8.6e-06,0.317,0.744,172.064,4,cantopop
Vivian Chow;Leon Lai,萬千寵愛30首,真愛在明天,24,243373,False,0.543,0.297,10,-12.371,1,0.0313,0.444,0.0,0.371,0.266,135.978,4,cantopop
Jacky Cheung;Regine Velasquez,Best of OPM Love Duets & Best of OPM Classic Love Songs,In Love With You,24,264040,False,0.483,0.438,6,-7.071,1,0.0248,0.204,0.0,0.0863,0.154,71.003,4,cantopop
Karen Mok;Wu Bai,I SAY,堅強的理由,45,318160,False,0.507,0.472,9,-9.469,0,0.0261,7.66e-05,4.56e-05,0.091,0.446,131.915,4,cantopop
Beyond,超越Beyond精選,冷雨夜,44,301893,False,0.361,0.733,9,-5.73,0,0.0334,0.457,0.0,0.12,0.344,172.986,4,cantopop
Adam Cheng,笑看風雲,笑看風雲,50,264289,False,0.608,0.401,4,-10.68,1,0.031,0.462,1.93e-06,0.167,0.181,120.001,4,cantopop
Beyond,超越Beyond精選,灰色軌跡,46,327200,False,0.597,0.553,6,-8.857,0,0.0284,0.0704,1.41e-05,0.0587,0.303,143.898,4,cantopop
Edan 呂爵安,E先生 連環不幸事件,E先生 連環不幸事件,55,268536,False,0.497,0.454,10,-9.386,1,0.0303,0.543,0.0,0.0966,0.323,164.012,4,cantopop
Andy Lau,一生一次,一生一次,23,280000,False,0.626,0.663,1,-11.866,1,0.0354,0.745,0.000173,0.108,0.761,140.283,4,cantopop
Serrini,我在流浮山滴眼水.jpg,我在流浮山滴眼水.jpg,46,255805,False,0.546,0.422,9,-8.534,1,0.0286,0.657,2.38e-06,0.113,0.461,139.84,4,cantopop
Mavis Hee,遺憾,城裡的月光,51,321320,False,0.538,0.251,10,-13.494,1,0.027,0.79,0.0,0.191,0.202,83.972,4,cantopop
Leslie Cheung,風繼續吹,風繼續吹,49,308573,False,0.538,0.426,0,-9.985,1,0.0289,0.264,0.0012,0.472,0.322,133.786,4,cantopop
Denise Ho,是有種人,是有種人,39,235974,False,0.535,0.398,11,-8.756,1,0.0353,0.7,0.0,0.119,0.339,75.035,4,cantopop
Leslie Cheung,紅,有心人,50,268280,False,0.541,0.38,0,-12.094,1,0.027,0.716,9.56e-06,0.329,0.192,72.015,4,cantopop
my little airport,"我們在炎熱與抑鬱的夏天,無法停止抽煙","我愛官恩娜,都不及愛你的哨牙",32,126629,False,0.604,0.738,2,-6.714,1,0.0358,0.589,3.74e-06,0.344,0.815,159.948,4,cantopop
Eason Chan,我的快樂時代 (華星40系列),黃金時代,46,248040,False,0.555,0.494,4,-6.862,1,0.0285,0.246,0.0,0.291,0.28,144.044,4,cantopop
my little airport,介乎法國與旺角的詩意,邊一個發明了返工,36,178665,False,0.552,0.294,5,-11.01,1,0.0411,0.337,2.73e-06,0.114,0.389,122.525,4,cantopop
Ronald Cheng,鄭中基正宗 K 新曲精選,無賴,50,243000,False,0.639,0.659,4,-5.356,1,0.0307,0.456,0.0,0.235,0.54,111.024,4,cantopop
Karen Mok,回蔚-莫文蔚專輯,外面的世界,50,271786,False,0.452,0.161,11,-14.383,1,0.0346,0.963,0.00102,0.0983,0.173,131.644,4,cantopop
Kay Tse,最好的時刻 2006-2012,鍾無艷,45,278573,False,0.629,0.429,1,-8.709,1,0.0297,0.877,0.0,0.101,0.336,112.206,4,cantopop
Alan Tam,飛馬,一生中最愛,50,262640,False,0.65,0.217,3,-13.503,1,0.0366,0.842,1.08e-05,0.122,0.186,125.924,4,cantopop
Jacky Cheung;Anita Mui,他在那裡,"相愛很難 - 電影""男人四十""歌曲",52,223253,False,0.495,0.559,0,-8.888,1,0.047,0.613,0.0,0.141,0.322,134.508,4,cantopop
MC 張天賦;Jay Fung,How Many Times (Studio Live),How Many Times - Studio Live,51,230253,False,0.635,0.323,0,-12.026,1,0.0356,0.845,0.0,0.112,0.454,119.072,4,cantopop
Alan Tam,夢幻的笑容,講不出再見,44,292146,False,0.586,0.666,2,-5.608,1,0.0277,0.207,1.61e-06,0.128,0.359,72.973,4,cantopop
Janice Vidal,My Love,心亂如麻,51,246933,False,0.651,0.37,7,-7.717,1,0.0265,0.691,0.0,0.109,0.507,74.974,4,cantopop
Alan Tam,愛到你發狂,相識非偶然,23,213973,False,0.578,0.221,10,-14.231,1,0.0342,0.801,3.27e-06,0.168,0.307,113.827,4,cantopop
Andy Lau,我和我追逐的夢,把今生忘掉,23,247840,False,0.514,0.416,1,-11.158,1,0.0294,0.364,3.88e-06,0.128,0.319,135.8,4,cantopop
Jacky Cheung,等你等到我心痛精選,還是覺得你最好,45,322306,False,0.497,0.294,5,-13.787,1,0.0304,0.241,0.0,0.1,0.308,173.993,4,cantopop
Swing,Swing,1984,45,192600,False,0.456,0.505,11,-7.495,1,0.036,0.243,6.58e-06,0.0689,0.585,135.828,4,cantopop
Daniel Chan,Best of Daniel Chan,愛你(躲你),23,310293,False,0.692,0.491,2,-8.618,1,0.0296,0.715,0.0,0.234,0.314,129.991,4,cantopop
Kevin Cheng;Myolie Wu,"有意 (劇集 ""烈火雄心III"" 片尾曲)","有意 - (劇集 ""烈火雄心III"" 片尾曲)",22,274411,False,0.429,0.347,8,-11.307,1,0.0355,0.787,0.0,0.14,0.189,135.749,4,cantopop
Jinny Ng,"最後一次分手 (劇集 ""完美叛侶"" 主題曲)","最後一次分手 - (劇集 ""完美叛侶"" 主題曲)",23,206234,False,0.563,0.397,6,-9.396,0,0.0339,0.384,0.0,0.107,0.198,137.985,4,cantopop
Leon Lai,是愛是緣,Oh!夜,22,245306,False,0.779,0.462,11,-13.04,0,0.0293,0.121,2.64e-06,0.278,0.565,92.016,4,cantopop
Leon Lai,精彩精選,"沒名字的歌,無名字的你",23,266066,False,0.611,0.312,10,-10.26,1,0.0328,0.754,0.0,0.108,0.21,136.296,4,cantopop
Ekin Cheng,Got to Be Real,我是你未來,23,255826,False,0.598,0.35,0,-13.191,1,0.0326,0.743,1.06e-06,0.124,0.52,162.62,4,cantopop
Fred Cheng,星光,"無畏的肩膊 - 劇集 ""跳躍生命線"" 主題曲",23,206493,False,0.593,0.698,4,-7.643,1,0.0321,0.121,0.0,0.0932,0.732,138.014,4,cantopop
Aaron Kwok;Kaiel Chen;Zhang Yong Fu and Eric Chen,渴望,渴望,23,241720,False,0.712,0.82,3,-6.535,0,0.043,0.317,0.00119,0.144,0.407,120.026,4,cantopop
Stephanie Cheng,Live Like 18 (新曲+精選),紅綠燈,48,237053,False,0.602,0.423,10,-9.248,1,0.0348,0.752,0.0,0.275,0.45,113.944,4,cantopop
2R,Greatest Hits,第29天,23,229013,False,0.606,0.307,9,-9.585,1,0.0294,0.733,0.0,0.0985,0.666,92.094,4,cantopop
Grasshopper,草蜢音樂大全101,半點心,23,234613,False,0.79,0.689,4,-7.507,0,0.0295,0.459,6.76e-06,0.239,0.814,122.226,4,cantopop
Roman Tam,Uncle Ray 70th Anniversary – Always On My Mind,獅子山下 - 香港電台電視劇[獅子山下主題曲,23,224306,False,0.41,0.356,5,-9.666,1,0.0234,0.657,1.35e-05,0.266,0.196,78.53,4,cantopop
my little airport,火炭麗琪,第十支煙,31,236448,False,0.564,0.665,0,-9.257,1,0.0642,0.131,0.026,0.0971,0.494,134.119,4,cantopop
Juno Mak,Nothing Lasts Forever,借火,44,225840,False,0.626,0.393,5,-7.211,1,0.0381,0.802,0.0,0.102,0.553,121.774,4,cantopop
Pakho Chau,Follow,夠鐘,43,228600,False,0.656,0.506,7,-6.417,1,0.032,0.43,0.0,0.163,0.269,139.987,4,cantopop
Eason Chan,我最喜愛的Eric Kwok作品展,無人之境,15,221066,False,0.535,0.564,2,-7.224,1,0.0394,0.361,0.0,0.119,0.278,123.892,4,cantopop
my little airport,"我們在炎熱與抑鬱的夏天,無法停止抽煙",美孚根斯堡與白田珍寶金,28,133891,False,0.57,0.448,6,-10.128,1,0.0341,0.857,0.0,0.119,0.225,123.603,4,cantopop
Eason Chan,rice & shine,陰天快樂,40,261480,False,0.549,0.64,6,-7.483,1,0.0304,0.323,0.0,0.0837,0.423,130.034,4,cantopop
Kary Ng,我本人,我本人,49,257013,False,0.45,0.485,1,-7.389,1,0.0293,0.731,1.67e-06,0.114,0.417,133.86,4,cantopop
Eason Chan,rice & shine,你給我聽好,50,288400,False,0.429,0.356,7,-11.524,1,0.0362,0.891,0.0,0.115,0.431,96.798,4,cantopop
Janice Vidal,我的視角,我的視角,44,222855,False,0.518,0.401,6,-7.908,1,0.0665,0.862,0.0,0.112,0.401,129.652,4,cantopop
Shirley Kwan,難得有情人,難得有情人,47,224040,False,0.712,0.431,4,-12.063,0,0.0232,0.34,0.00114,0.103,0.414,96.327,4,cantopop
Eason Chan,反正是我,K歌之王,50,218050,False,0.396,0.353,2,-8.91,1,0.0298,0.731,1.1e-06,0.214,0.288,76.276,4,cantopop
Denise Ho,"無名, 詩",鋼鐵是怎樣煉成的,41,303360,False,0.59,0.5,8,-6.359,1,0.0308,0.563,0.0,0.152,0.28,119.829,4,cantopop
Kaho Hung,污糟兒,污糟兒,57,225257,False,0.642,0.452,11,-9.99,0,0.0336,0.837,0.0,0.134,0.521,124.002,4,cantopop
my little airport,介乎法國與旺角的詩意,社會主義青年,32,142616,False,0.728,0.425,5,-10.725,1,0.141,0.412,0.0173,0.139,0.713,144.119,4,cantopop
Priscilla Chan,情意結,情意結,37,196373,False,0.469,0.24,4,-15.346,1,0.0405,0.705,0.000462,0.103,0.379,144.32,4,cantopop
Faye Wong,只愛陌生人,郵差 - 蝴蝶 廣東版,41,258333,False,0.639,0.401,0,-8.442,1,0.0248,0.167,0.0,0.334,0.297,107.003,4,cantopop
Denise Ho,Free Love,喜歡喜歡你,38,224066,False,0.613,0.644,4,-6.55,1,0.0352,0.245,0.0,0.1,0.392,115.049,4,cantopop
Vivian Lai,真經典 - 黎瑞恩,一人有一個夢想,52,230026,False,0.619,0.43,4,-9.716,1,0.0304,0.716,0.0,0.207,0.379,160.0,4,cantopop
Gin Lee,beGin,月球下的人,49,283906,False,0.633,0.372,0,-8.877,1,0.0284,0.838,0.0,0.0975,0.489,105.998,4,cantopop
Candy Lo,"喜歡戀愛""粵語精選""",垃圾,42,228493,False,0.528,0.36,0,-11.301,0,0.0369,0.739,1.31e-06,0.101,0.225,107.971,4,cantopop
李龍基,巨星,人生曲,24,187973,False,0.34,0.325,2,-12.261,0,0.0289,0.416,3.31e-05,0.283,0.464,111.205,4,cantopop
Stephanie Cheng,Super Girl,東京百貨,45,233533,False,0.59,0.428,6,-10.05,1,0.0332,0.731,0.0,0.141,0.295,125.698,4,cantopop
Mavis Hee,靜聽精彩十三首,明知故犯,51,257893,False,0.701,0.215,5,-15.16,1,0.0369,0.783,0.0,0.103,0.144,131.156,4,cantopop
Jace Chan;Terence Lam,Processing,隔離 - Studio Live Duet,52,250000,False,0.692,0.355,10,-10.658,1,0.0584,0.846,0.0,0.135,0.467,123.007,4,cantopop
陳潔玲,Millennium 3CD Box Set Vol. 2,風是冷,23,181866,False,0.616,0.313,5,-13.29,0,0.0284,0.714,5.96e-06,0.107,0.251,124.342,4,cantopop
Leslie Cheung,I am what I am,"今生今世 - 電影""金枝玉葉""歌曲",50,102293,False,0.558,0.119,0,-16.353,1,0.0449,0.945,1.5e-05,0.197,0.17,129.569,4,cantopop
Hubert Wu,妳幸福嗎?,妳幸福嗎?,23,267840,False,0.56,0.382,9,-10.478,1,0.0439,0.655,0.0,0.11,0.276,126.922,4,cantopop
Jenny Tseng,甄妮至愛2000精選,夢想號黃包車,24,241693,False,0.724,0.54,0,-8.234,0,0.0256,0.536,0.0,0.228,0.775,100.625,4,cantopop
Ekin Cheng,金碟鐵盒珍藏系列 - 鄭伊健,不要哭了 - Acoustic Version,23,240453,False,0.404,0.233,11,-9.749,1,0.0377,0.688,2.35e-05,0.107,0.274,160.484,4,cantopop
Sam Hui,情歌篇,夜半輕私語,23,152813,False,0.569,0.394,4,-14.802,1,0.0296,0.343,0.0,0.408,0.847,118.777,4,cantopop
Leon Lai,黎明24K金精選,願你今夜別離去,22,294386,False,0.569,0.746,11,-7.402,0,0.0292,0.00102,2.9e-05,0.0602,0.517,111.694,4,cantopop
Leslie Cheung,寵愛,追,52,323760,False,0.311,0.209,0,-14.662,1,0.0302,0.734,0.000175,0.0791,0.231,179.695,4,cantopop
Vincent Wong,"似真如假 (劇集 ""反黑路人甲"" 主題曲)","似真如假 - 劇集 ""反黑路人甲"" 主題曲",23,161294,False,0.538,0.912,6,-5.209,0,0.0371,0.229,0.0,0.173,0.815,169.932,4,cantopop
Michael Kwan;Tracy Huang,BTB-常在我心間...愛你不分早晚-關正傑,常在我心間...愛你不分早晚,24,214946,False,0.471,0.255,2,-10.601,1,0.0277,0.888,0.00351,0.121,0.152,145.761,4,cantopop
Endy Chow,Implode,有時,23,257163,False,0.398,0.434,9,-8.659,1,0.0353,0.181,0.0,0.129,0.41,120.428,4,cantopop
William So,Nice So Nice (舊愛還是最美),如果這是我愛你最好的距離,23,300040,False,0.568,0.411,0,-8.532,1,0.0319,0.316,0.0,0.363,0.205,133.802,4,cantopop
Vivian Lai,真經典 - 黎瑞恩,愛你一定快樂,22,231826,False,0.481,0.252,7,-12.211,0,0.0305,0.812,2.5e-06,0.138,0.233,177.749,4,cantopop
Hacken Lee,紅日,紅日 - 電視劇「他來自天堂」主題曲,49,287173,False,0.739,0.77,0,-8.169,1,0.0291,0.25,0.0,0.105,0.727,120.099,4,cantopop
Byejack;dy,聽海浪REMIX,聽海浪REMIX,23,174933,False,0.475,0.629,4,-6.077,1,0.0633,0.65,4.08e-06,0.372,0.157,159.368,4,cantopop
Ekin Cheng,Friends For Life,仍能情深愛上,23,245226,False,0.443,0.436,10,-7.858,1,0.0245,0.409,1.33e-06,0.186,0.203,150.656,4,cantopop
Joey Yung,Hopelessly Romantic Collection,連續劇,49,231893,False,0.561,0.515,1,-7.191,0,0.0317,0.752,0.0,0.084,0.386,147.866,4,cantopop
Deep Ng,3D (新曲 + 精選),討厭,23,234145,False,0.46,0.465,8,-7.503,1,0.0394,0.833,6.46e-06,0.108,0.213,171.946,4,cantopop
Keung To,"Dear My Friend,","Dear My Friend,",69,232007,False,0.646,0.452,0,-8.152,1,0.0307,0.723,0.0,0.117,0.266,94.566,4,cantopop
Vivian Lai,真經典 - 黎瑞恩,發誓,22,240600,False,0.569,0.67,2,-8.558,0,0.0307,0.189,1.2e-06,0.17,0.515,106.903,4,cantopop
my little airport,火炭麗琪,攻陷你的西,30,125689,True,0.605,0.917,4,-6.72,1,0.0538,0.115,0.0101,0.336,0.818,133.937,4,cantopop
Dear Jane,聖馬力諾之心,聖馬力諾之心,49,266000,False,0.521,0.917,1,-4.363,1,0.0388,0.00423,0.0,0.136,0.555,98.037,4,cantopop
Kay Tse,山林道,山林道,41,243684,False,0.678,0.464,11,-8.725,1,0.0355,0.596,0.0,0.123,0.576,114.076,4,cantopop
Tat Ming Pair,石頭記,石頭記 - 電影「金燕子」主題曲,41,274693,False,0.725,0.526,5,-12.166,1,0.0309,0.552,0.00013,0.115,0.479,112.811,4,cantopop
Anthony Wong,廿一世紀精選,春光乍洩,33,264106,False,0.566,0.526,0,-7.228,1,0.0304,0.553,0.0,0.0986,0.86,117.035,4,cantopop
Kary Ng,My January (Deluxe Version),人非草木,48,267586,False,0.549,0.468,0,-7.895,1,0.0289,0.596,0.0,0.127,0.415,118.018,4,cantopop
my little airport,"我們在炎熱與抑鬱的夏天,無法停止抽煙",Japan實瓜,31,91599,False,0.629,0.257,0,-11.876,1,0.0563,0.898,0.000314,0.114,0.296,73.216,4,cantopop
my little airport,介乎法國與旺角的詩意,濕濕的夢,32,182688,False,0.439,0.577,0,-8.309,1,0.029,0.287,0.00058,0.154,0.661,67.285,4,cantopop
Stephanie Cheng,13樓的大笨象,13樓的大笨象,45,293008,False,0.423,0.721,1,-5.838,1,0.0425,0.344,0.0,0.0799,0.482,168.046,4,cantopop
Faye Wong,Coming Home,容易受傷的女人,47,260666,False,0.61,0.327,9,-10.646,0,0.0283,0.689,0.0,0.147,0.214,132.09,4,cantopop
Kay Tse,Slowness,載我走,45,246760,False,0.55,0.51,4,-7.488,1,0.0332,0.803,0.0,0.0951,0.438,139.922,4,cantopop
my little airport,TASTE OF TEARS (Live),愛情disabled - Live,28,197569,False,0.542,0.39,0,-14.512,1,0.0433,0.318,0.000367,0.216,0.302,116.047,4,cantopop
陳秀雯,靚聲王Live靚歌101,湖海爭霸錄,22,127253,False,0.486,0.521,11,-9.377,0,0.0283,0.245,1.22e-06,0.304,0.209,83.745,4,cantopop
Andy Lau,Unforgettable,熱血英雄,22,207786,False,0.476,0.752,0,-6.244,1,0.043,0.385,0.0,0.135,0.685,173.888,4,cantopop
潘安邦,校園民歌05,思念總在分手後,24,199001,False,0.425,0.328,0,-11.118,0,0.0249,0.461,0.000105,0.318,0.392,84.316,4,cantopop
李龍基,金曲滿天星 - 經典精精選,路直路彎,23,144813,False,0.698,0.297,0,-11.943,0,0.0354,0.756,5.45e-05,0.132,0.591,121.963,4,cantopop
麗莎;郭炳堅,"麗莎, Vol. 2 (珍藏版) [修復版]",相思夢難圓 - 修復版,23,155093,False,0.525,0.648,0,-5.015,1,0.0269,0.303,0.0,0.423,0.516,90.215,4,cantopop
Sammi Cheng,螢光粉紅 (2nd Version),終身美麗 (電影“瘦身男女”主題曲),50,206093,False,0.398,0.372,9,-10.18,1,0.0308,0.366,3.35e-05,0.114,0.394,72.881,4,cantopop
Terence Siufay,The First Album Of Siu Fay,時光機,54,208004,False,0.588,0.465,1,-7.488,1,0.0293,0.345,0.0,0.0763,0.392,126.898,4,cantopop
Ekin Cheng,Together,回憶裡沒有冬季,22,239666,False,0.527,0.291,10,-9.841,1,0.0333,0.677,0.0,0.208,0.273,84.081,4,cantopop
Priscilla Chan,歸來吧,飄雪,49,236960,False,0.609,0.351,0,-8.49,1,0.0247,0.77,0.0,0.151,0.376,72.019,4,cantopop
Hins Cheung,笑忘書,餘震,49,225480,False,0.467,0.371,5,-10.442,1,0.0353,0.696,4.84e-06,0.116,0.286,133.791,4,cantopop
